Farm_ID,Crop,Soil_Type,Season,Irrigation_Type,Nitrogen,Phosphorus,Potassium,Soil_pH,Temperature_C,Humidity_%,Rainfall_mm,Soil_Moisture_%,Farm_Area_ha,Water_Availability_L,Water_Requirement_mm,Yield_ton_per_ha,Water_Efficiency
1264,Maize,Red,Kharif,Drip,105,63,32,6.98,26.81,77.58,624.9,66.25,695.43,10412443265.09,559.55,6.17,0.01103
1265,Wheat,Clay,Rabi,Flood,115,63,30,6.83,20.69,40.41,202.51,49.54,1.48,19725164.67,683.19,4.26,0.00624
1266,Tomato,Red,Zaid,Furrow,80,40,60,6.02,28.47,59.15,361.14,44.0,2.7,12156208.55,461.34,48.99,0.10619
1267,Sugarcane,Alluvial,Zaid,Drip,93,75,87,6.1,30.75,88.86,1054.12,67.35,8.19,111382559.65,2250.57,68.46,0.03042
1268,Cotton,Alluvial,Kharif,Sprinkler,57,35,74,6.85,26.49,62.2,529.29,54.31,4.75,52755662.08,1052.78,1.54,0.00146
1269,Tomato,Red,Rabi,Sprinkler,90,44,43,5.96,25.39,56.47,215.28,53.54,6.93,24823676.04,660.94,61.1,0.09244
1270,Groundnut,Red,Rabi,Rainfed,62,30,72,6.11,24.06,51.88,618.97,53.81,491.18,1293645374.24,441.07,2.48,0.00562
1271,Groundnut,Sandy,Kharif,Drip,64,60,42,5.84,26.39,72.34,508.09,51.68,7.73,61043634.01,555.33,2.29,0.00412
1272,Wheat,Loamy,Rabi,Furrow,112,35,52,6.17,12.47,60.7,213.58,52.11,966.34,4168558228.98,459.0,3.03,0.0066
1273,Cotton,Black,Kharif,Drip,105,61,71,6.55,28.42,63.4,797.87,58.59,17.62,173998196.16,1031.1,2.23,0.00216
1274,Groundnut,Laterite,Kharif,Rainfed,40,60,57,6.94,31.12,59.55,429.73,35.49,98.28,1022561525.26,651.35,1.76,0.0027
1275,Rice,Loamy,Kharif,Drip,90,60,52,6.5,25.73,92.89,1283.79,69.37,7.38,54755037.25,1300.75,3.38,0.0026
1276,Maize,Red,Kharif,Sprinkler,102,64,61,7.16,30.71,52.61,790.26,44.48,954.8,4832555684.52,836.05,3.48,0.00416
1277,Cotton,Loamy,Kharif,Furrow,97,27,51,6.87,22.53,58.94,783.66,56.69,6.72,39515998.76,914.94,1.6,0.00175
1278,Millet,Loamy,Kharif,Drip,40,49,59,5.9,31.22,50.82,187.8,24.79,2.08,17434905.87,406.26,2.89,0.00711
1279,Millet,Loamy,Zaid,Drip,48,26,22,5.83,35.7,51.83,399.33,20.54,3.71,10926866.73,389.42,1.33,0.00342
1280,Millet,Sandy,Zaid,Drip,54,43,51,5.53,35.04,39.29,324.71,40.97,5.7,39193212.7,392.59,3.1,0.0079
1281,Maize,Alluvial,Kharif,Sprinkler,128,32,36,6.0,28.82,63.63,697.61,44.23,185.32,1355823684.5,790.2,3.55,0.00449
1282,Cotton,Black,Kharif,Furrow,54,45,78,7.33,25.03,59.45,600.28,59.84,4.6,19671639.91,1057.12,3.1,0.00293
1283,Tomato,Laterite,Zaid,Furrow,101,58,52,5.94,21.55,59.77,206.65,40.1,0.4,3041950.84,468.11,50.08,0.10698
1284,Tomato,Alluvial,Kharif,Drip,54,73,80,6.74,20.56,73.95,344.57,47.69,4.98,44535782.58,431.06,61.16,0.14188
1285,Tomato,Laterite,Rabi,Sprinkler,61,38,62,6.58,19.16,76.07,497.47,44.39,97.13,1032683953.12,416.93,63.52,0.15235
1286,Sugarcane,Black,Zaid,Flood,160,84,54,6.91,34.23,65.09,1093.51,77.53,7.9,101142651.92,2028.02,80.92,0.0399
1287,Cotton,Alluvial,Kharif,Drip,63,26,65,7.52,25.87,53.1,794.48,64.62,397.35,2889401838.36,990.41,1.78,0.0018
1288,Wheat,Loamy,Rabi,Sprinkler,70,63,38,7.42,11.55,48.01,234.18,49.76,1.97,6152029.46,602.11,4.03,0.00669
1289,Maize,Alluvial,Rabi,Rainfed,77,32,63,7.11,29.97,61.15,418.45,43.63,6.36,95064376.31,651.0,4.97,0.00763
1290,Wheat,Loamy,Rabi,Sprinkler,93,30,67,7.45,18.75,63.89,176.95,42.82,73.02,392545365.62,459.4,5.38,0.01171
1291,Groundnut,Loamy,Rabi,Drip,31,44,61,6.72,25.53,56.45,480.56,40.78,12.7,81627030.4,588.97,3.09,0.00525
1292,Cotton,Loamy,Kharif,Furrow,109,28,59,7.01,25.57,74.11,553.46,39.09,2.79,12451187.89,739.78,3.11,0.0042
1293,Cotton,Black,Kharif,Furrow,91,48,56,6.67,33.69,71.61,534.55,54.62,8.67,30636736.39,1068.9,2.86,0.00268
1294,Maize,Red,Rabi,Sprinkler,119,56,46,6.91,26.09,78.41,400.18,55.15,17.44,212218129.06,588.54,4.68,0.00795
1295,Millet,Red,Zaid,Sprinkler,44,30,32,6.93,28.15,44.09,313.7,43.52,86.03,770942762.62,394.6,1.61,0.00408
1296,Maize,Alluvial,Kharif,Furrow,112,55,34,6.23,20.12,56.93,602.85,43.37,38.64,164074515.78,508.75,4.64,0.00912
1297,Rice,Clay,Kharif,Furrow,129,60,57,6.63,33.94,75.06,1294.82,74.0,3.56,36525729.82,1760.69,4.07,0.00231
1298,Wheat,Clay,Rabi,Furrow,67,36,53,7.11,18.38,40.11,106.46,53.36,4.81,51243417.75,583.15,3.19,0.00547
1299,Millet,Sandy,Zaid,Drip,67,36,63,6.24,28.71,30.99,167.22,43.29,256.56,2816197941.76,384.4,2.28,0.00593
1300,Rice,Loamy,Kharif,Flood,87,54,70,5.75,33.94,75.1,610.34,88.33,2.9,16840597.01,1332.53,3.8,0.00285
1301,Millet,Red,Zaid,Drip,32,33,48,7.26,35.02,41.1,437.87,41.62,27.84,385810743.95,313.97,2.16,0.00688
1302,Millet,Loamy,Zaid,Drip,84,26,53,5.93,29.23,63.87,155.87,37.86,5.56,49102574.95,378.1,1.65,0.00436
1303,Rice,Loamy,Kharif,Flood,96,39,45,5.92,26.2,91.0,626.88,84.88,6.33,60793141.04,1191.29,3.93,0.0033
1304,Tomato,Alluvial,Kharif,Drip,104,44,49,5.5,21.32,69.68,382.02,39.37,5.58,23092264.98,503.99,61.06,0.12115
1305,Cotton,Loamy,Kharif,Drip,120,62,59,6.96,29.72,71.39,973.0,36.23,7.77,107093419.23,692.15,1.47,0.00212
1306,Tomato,Alluvial,Kharif,Furrow,86,63,54,6.21,23.3,72.47,398.66,47.64,76.3,1049330817.61,498.05,58.45,0.11736
1307,Tomato,Laterite,Kharif,Furrow,102,73,56,5.73,18.56,72.23,474.34,53.06,3.61,10307080.33,486.34,53.48,0.10996
1308,Groundnut,Sandy,Kharif,Rainfed,66,49,30,6.94,30.02,52.65,646.39,52.91,6.2,40715064.86,501.04,3.02,0.00603
1309,Maize,Alluvial,Kharif,Drip,126,56,69,7.14,20.07,57.33,628.99,53.15,14.24,135718651.01,641.4,5.36,0.00836
1310,Tomato,Alluvial,Rabi,Sprinkler,69,65,41,6.83,29.15,64.46,208.26,52.43,1.96,11775195.28,513.85,57.83,0.11254
1311,Maize,Black,Rabi,Furrow,98,47,44,6.0,30.51,51.64,419.77,58.64,46.93,286596592.89,677.06,5.09,0.00752
1312,Wheat,Alluvial,Rabi,Furrow,81,55,43,6.03,24.22,41.82,104.17,57.64,6.68,84222053.2,538.2,3.25,0.00604
1313,Tomato,Red,Rabi,Furrow,108,52,51,6.44,24.54,54.29,345.17,58.44,6.34,53159175.69,588.02,63.8,0.1085
1314,Tomato,Alluvial,Rabi,Sprinkler,98,65,41,6.34,25.28,62.06,228.35,39.79,123.17,696005083.8,552.12,52.93,0.09587
1315,Cotton,Black,Kharif,Sprinkler,103,41,67,7.39,31.9,47.18,754.79,42.85,19.68,161184182.85,885.72,3.78,0.00427
1316,Rice,Alluvial,Kharif,Flood,86,68,55,5.94,30.46,86.22,840.59,83.57,29.08,198947085.73,1552.07,4.92,0.00317
1317,Cotton,Alluvial,Kharif,Furrow,68,51,59,5.82,26.24,69.79,731.5,49.98,8.7,124252577.22,800.98,3.71,0.00463
1318,Wheat,Loamy,Rabi,Drip,85,38,44,7.01,21.33,45.58,98.21,34.39,27.01,325551313.65,609.24,5.67,0.00931
1319,Rice,Loamy,Kharif,Furrow,90,64,45,5.95,30.25,73.41,793.43,83.41,4.01,28204836.31,1358.11,4.15,0.00306
1320,Millet,Loamy,Zaid,Rainfed,36,39,22,7.26,34.76,30.09,342.36,22.34,6.21,34890028.75,369.1,2.26,0.00612
1321,Tomato,Alluvial,Rabi,Sprinkler,95,40,90,6.21,20.13,67.65,518.13,52.66,10.97,83604040.62,521.11,37.84,0.07261
1322,Rice,Loamy,Kharif,Furrow,139,65,49,5.94,25.69,94.94,1456.05,62.1,7.21,27973805.4,1338.54,4.35,0.00325
1323,Sugarcane,Alluvial,Kharif,Flood,154,48,70,6.09,35.23,69.25,1127.55,76.34,0.89,11592481.14,2266.19,67.78,0.02991
1324,Maize,Black,Kharif,Furrow,77,55,55,5.85,26.43,57.56,602.63,50.48,320.09,1617690288.47,815.08,4.23,0.00519
1325,Cotton,Black,Kharif,Sprinkler,63,40,71,7.29,34.59,66.29,706.32,61.77,60.1,284757336.38,1079.38,3.32,0.00308
1326,Maize,Black,Rabi,Sprinkler,130,36,57,6.07,21.73,78.78,735.68,62.46,24.65,219490700.94,488.18,4.2,0.0086
1327,Groundnut,Laterite,Kharif,Rainfed,25,40,72,5.59,29.21,52.21,646.63,36.06,3.98,12808600.98,503.29,2.04,0.00405
1328,Groundnut,Red,Rabi,Drip,34,46,36,6.76,24.13,55.58,469.17,43.88,4.92,28645852.03,498.56,2.63,0.00528
1329,Cotton,Alluvial,Kharif,Sprinkler,87,38,54,7.09,29.88,60.26,964.28,47.65,64.44,372262722.74,898.36,1.9,0.00211
1330,Millet,Sandy,Zaid,Drip,58,43,53,5.51,25.21,64.24,317.95,32.23,7.99,67625011.17,336.32,3.15,0.00937
1331,Tomato,Red,Kharif,Sprinkler,108,49,50,5.53,27.86,62.11,417.76,41.67,527.73,4689246456.68,683.29,59.88,0.08763
1332,Cotton,Loamy,Kharif,Sprinkler,76,52,72,7.04,24.13,55.87,851.0,36.17,2.86,14834289.57,952.19,3.48,0.00365
1333,Cotton,Loamy,Kharif,Furrow,94,65,30,6.68,22.11,68.35,581.36,62.99,6.89,63831186.69,786.74,1.7,0.00216
1334,Tomato,Loamy,Zaid,Sprinkler,55,64,72,6.83,23.45,69.05,568.72,57.14,4.73,67768118.67,472.38,41.18,0.08718
1335,Millet,Sandy,Zaid,Sprinkler,54,27,55,6.23,34.75,38.51,159.4,35.72,1.53,11345175.87,346.26,2.41,0.00696
1336,Tomato,Alluvial,Rabi,Drip,108,46,75,6.86,23.08,69.55,291.56,59.04,3.14,20396762.57,402.77,41.4,0.10279
1337,Wheat,Clay,Rabi,Drip,114,58,40,7.46,17.39,46.63,128.27,35.5,8.76,54707068.5,477.79,3.44,0.0072
1338,Sugarcane,Alluvial,Zaid,Furrow,138,69,81,7.69,27.13,66.22,1385.49,77.39,25.4,118632914.52,2615.65,91.26,0.03489
1339,Millet,Loamy,Zaid,Sprinkler,37,22,51,7.22,34.64,46.65,278.64,40.84,2.51,17866458.86,357.53,2.66,0.00744
1340,Tomato,Loamy,Zaid,Drip,61,58,60,6.77,24.56,76.88,293.01,48.2,1.66,7029526.27,501.94,59.86,0.11926
1341,Millet,Sandy,Zaid,Drip,89,44,46,6.41,30.42,55.21,172.42,30.15,7.55,105708274.98,310.05,1.78,0.00574
1342,Millet,Sandy,Kharif,Rainfed,35,50,44,6.44,32.02,38.02,217.81,38.73,1.02,13763821.03,417.97,3.16,0.00756
1343,Cotton,Loamy,Kharif,Furrow,62,25,33,7.81,29.38,53.71,597.27,55.55,915.14,9195749188.73,875.83,1.56,0.00178
1344,Sugarcane,Loamy,Zaid,Furrow,136,44,56,7.67,24.13,79.47,1089.77,69.74,3.93,49287327.97,1868.92,94.37,0.05049
1345,Cotton,Loamy,Kharif,Sprinkler,110,25,49,6.11,26.61,73.89,607.16,40.24,234.31,1844437076.95,920.98,2.57,0.00279
1346,Tomato,Red,Kharif,Sprinkler,80,50,89,5.78,27.28,50.17,451.44,54.58,75.89,1131557569.11,516.05,52.4,0.10154
1347,Tomato,Alluvial,Kharif,Furrow,50,52,81,6.09,25.12,60.49,295.98,62.84,9.63,70705731.29,522.07,71.71,0.13736
1348,Rice,Alluvial,Kharif,Furrow,118,62,62,6.04,28.07,72.08,1566.74,66.84,6.54,79106358.21,1493.25,4.49,0.00301
1349,Maize,Loamy,Kharif,Furrow,77,35,30,6.1,28.69,74.86,470.67,56.08,777.65,6193190802.73,517.7,6.5,0.01256
1350,Tomato,Alluvial,Zaid,Sprinkler,56,44,55,6.91,27.28,68.27,402.68,62.86,487.95,6805157464.34,602.69,56.96,0.09451
1351,Wheat,Clay,Rabi,Drip,78,46,32,7.21,19.33,47.89,225.48,57.61,9.77,37157801.95,660.9,5.81,0.00879
1352,Millet,Loamy,Zaid,Drip,63,48,62,7.02,32.12,41.43,158.11,26.92,2.24,13541782.92,403.76,1.84,0.00456
1353,Sugarcane,Alluvial,Zaid,Drip,106,43,60,7.07,34.02,74.45,823.05,83.97,8.68,120607004.48,2461.63,64.04,0.02602
1354,Wheat,Alluvial,Rabi,Furrow,66,52,34,7.14,22.95,53.71,61.91,32.0,459.63,4263112885.57,621.81,5.02,0.00807
1355,Groundnut,Loamy,Rabi,Sprinkler,63,40,39,6.65,30.48,73.26,556.47,35.28,9.74,135307169.52,451.83,2.29,0.00507
1356,Cotton,Loamy,Kharif,Furrow,109,25,45,7.18,33.17,61.22,547.06,62.8,9.01,33504004.74,790.23,2.32,0.00294
1357,Groundnut,Loamy,Kharif,Sprinkler,34,47,54,7.08,24.63,74.76,356.77,33.56,4.49,57290117.22,561.03,2.57,0.00458
1358,Tomato,Laterite,Kharif,Sprinkler,50,70,84,6.09,26.78,71.81,271.01,50.46,96.22,706776399.83,489.82,48.89,0.09981
1359,Wheat,Clay,Rabi,Drip,69,59,50,6.73,13.33,69.65,228.47,48.01,9.6,51054888.83,422.84,5.31,0.01256
1360,Tomato,Red,Zaid,Drip,78,52,79,6.63,25.56,60.32,359.14,47.25,5.47,42327426.45,620.54,50.98,0.08215
1361,Tomato,Alluvial,Zaid,Sprinkler,89,56,48,6.07,20.5,69.55,244.95,48.43,94.86,651201609.58,533.06,38.39,0.07202
1362,Sugarcane,Clay,Kharif,Furrow,107,42,83,6.25,27.17,86.08,1322.83,69.54,5.13,32145659.8,1904.83,71.41,0.03749
1363,Sugarcane,Alluvial,Kharif,Furrow,159,43,82,7.01,22.11,70.46,1020.96,88.98,533.0,5558916307.74,1754.8,76.39,0.04353
1364,Wheat,Loamy,Rabi,Flood,71,64,42,7.19,14.19,64.2,219.54,55.48,22.82,154253285.79,420.92,4.22,0.01003
1365,Sugarcane,Alluvial,Kharif,Drip,144,53,54,7.3,35.61,77.02,1407.15,82.24,35.52,518665772.59,1658.04,76.28,0.04601
1366,Millet,Red,Kharif,Rainfed,79,15,56,6.97,33.27,62.53,424.23,29.48,8.38,63309808.63,401.94,2.04,0.00508
1367,Rice,Alluvial,Kharif,Flood,137,53,35,6.33,25.4,79.06,1155.43,76.15,190.42,1409481486.55,1299.94,4.67,0.00359
1368,Sugarcane,Loamy,Zaid,Flood,98,58,59,6.12,33.74,68.08,1441.67,69.2,0.33,4270847.24,2071.39,84.44,0.04076
1369,Millet,Sandy,Zaid,Rainfed,33,23,21,5.82,33.43,37.17,219.24,42.22,3.94,42938394.91,323.04,2.59,0.00802
1370,Cotton,Alluvial,Kharif,Drip,101,30,59,6.82,32.13,46.55,680.29,35.44,3.52,41754525.05,1130.99,2.89,0.00256
1371,Cotton,Loamy,Kharif,Drip,90,53,52,7.21,25.9,45.84,720.91,36.36,1.95,22040102.71,1059.93,2.94,0.00277
1372,Millet,Sandy,Kharif,Rainfed,73,48,23,6.02,27.02,49.06,211.61,41.72,5.39,63226021.97,296.09,2.87,0.00969
1373,Cotton,Loamy,Kharif,Drip,104,54,60,6.81,27.28,66.5,688.52,48.12,0.95,4081883.73,1051.11,2.55,0.00243
1374,Tomato,Red,Rabi,Sprinkler,64,52,54,5.98,26.62,55.3,305.54,38.04,7.82,63498369.14,556.63,66.18,0.11889
1375,Tomato,Laterite,Kharif,Furrow,110,36,83,6.23,22.21,77.21,335.94,64.33,3.54,17505746.14,553.27,65.07,0.11761
1376,Cotton,Alluvial,Kharif,Furrow,59,35,40,6.9,31.44,67.18,804.46,43.16,2.91,29058085.49,833.75,1.9,0.00228
1377,Cotton,Alluvial,Kharif,Furrow,53,43,65,5.85,34.59,55.51,503.29,61.54,49.15,525407014.07,927.13,1.91,0.00206
1378,Wheat,Clay,Rabi,Flood,93,51,41,6.5,11.23,63.44,119.77,59.25,3.19,40208591.04,519.64,4.06,0.00781
1379,Rice,Clay,Kharif,Drip,102,36,61,5.75,29.99,88.34,869.27,79.67,3.37,41112205.35,1418.78,4.99,0.00352
1380,Cotton,Loamy,Kharif,Furrow,81,62,46,5.81,21.28,52.21,558.35,38.59,0.64,2766548.75,898.49,1.98,0.0022
1381,Cotton,Loamy,Kharif,Furrow,120,40,56,5.88,25.87,65.13,612.3,63.93,5.5,45099393.42,920.78,3.43,0.00373
1382,Millet,Red,Zaid,Rainfed,85,38,26,5.66,28.44,51.28,330.48,26.79,84.88,458938639.82,257.92,2.08,0.00806
1383,Wheat,Clay,Rabi,Drip,76,63,62,7.25,17.17,53.72,230.68,43.23,1.2,6123602.65,461.74,5.2,0.01126
1384,Cotton,Loamy,Kharif,Drip,120,40,77,6.02,29.72,69.1,812.34,64.54,5.1,56515038.34,786.51,3.4,0.00432
1385,Rice,Alluvial,Kharif,Drip,89,38,40,5.54,30.88,79.61,1267.44,62.93,567.46,5921503178.21,1561.48,5.24,0.00336
1386,Tomato,Alluvial,Kharif,Drip,73,57,68,6.79,25.33,55.88,565.56,41.48,292.08,2782088326.88,451.19,63.93,0.14169
1387,Rice,Loamy,Kharif,Furrow,83,42,52,5.59,28.29,78.6,737.13,87.93,91.54,1084880149.78,1777.42,3.92,0.00221
1388,Groundnut,Sandy,Kharif,Rainfed,63,52,53,5.96,25.86,57.53,513.17,53.44,8.59,68926433.31,509.98,3.25,0.00637
1389,Wheat,Clay,Rabi,Sprinkler,77,60,40,6.95,13.59,68.05,163.58,51.59,3.82,42123237.04,479.44,5.35,0.01116
1390,Rice,Alluvial,Kharif,Flood,80,47,35,5.78,29.63,73.78,889.25,86.86,395.56,1442401106.83,1700.23,5.32,0.00313
1391,Rice,Loamy,Kharif,Flood,114,67,44,5.97,31.94,87.82,717.69,79.97,38.47,557833300.44,1453.27,4.42,0.00304
1392,Cotton,Alluvial,Kharif,Furrow,84,45,33,6.31,26.57,67.8,856.55,64.0,4.1,57590663.24,694.56,1.86,0.00268
1393,Cotton,Loamy,Kharif,Drip,65,47,30,6.1,25.1,64.01,515.63,63.98,8.71,29124546.83,785.82,1.85,0.00235
1394,Tomato,Alluvial,Rabi,Furrow,99,68,76,5.86,26.63,71.23,497.14,51.22,1.43,9362354.88,602.81,61.03,0.10124
1395,Maize,Black,Kharif,Drip,111,36,43,6.03,28.34,75.47,719.12,58.8,46.98,299174508.15,702.28,3.48,0.00496
1396,Wheat,Clay,Rabi,Flood,69,51,63,6.94,14.02,64.33,147.49,52.87,6.86,60943479.69,515.04,4.95,0.00961
1397,Groundnut,Laterite,Kharif,Drip,68,28,57,6.07,24.25,69.29,430.93,59.87,0.81,2988298.18,382.97,1.52,0.00397
1398,Millet,Sandy,Kharif,Drip,49,26,34,6.36,27.56,32.2,171.35,24.55,9.24,42550121.11,314.78,2.49,0.00791
1399,Maize,Loamy,Kharif,Furrow,86,47,50,6.9,28.58,79.32,769.15,57.53,8.91,58533278.97,638.78,3.31,0.00518
1400,Wheat,Alluvial,Rabi,Flood,95,64,51,7.22,12.81,64.46,53.06,47.62,4.45,21328051.95,443.48,4.93,0.01112
1401,Tomato,Red,Kharif,Drip,63,52,77,6.57,18.4,76.43,515.74,58.88,261.24,2952558881.06,366.1,40.38,0.1103
1402,Groundnut,Red,Rabi,Rainfed,30,46,46,6.07,30.93,53.55,416.14,50.04,30.8,311677002.72,677.56,2.67,0.00394
1403,Maize,Red,Kharif,Drip,74,36,44,6.53,26.92,52.97,569.33,59.96,8.73,81982763.92,728.15,7.13,0.00979
1404,Groundnut,Red,Rabi,Rainfed,34,48,33,6.59,31.62,50.59,569.31,34.71,9.38,25468915.22,632.64,2.23,0.00352
1405,Cotton,Loamy,Kharif,Drip,114,52,41,5.98,31.08,60.08,523.8,43.4,4.82,60647872.9,927.59,1.9,0.00205
1406,Maize,Black,Kharif,Furrow,111,53,45,6.39,26.67,70.87,772.6,48.07,2.43,30339978.11,750.8,4.85,0.00646
1407,Millet,Sandy,Kharif,Rainfed,60,31,26,6.57,31.55,61.21,300.33,23.93,9.4,120410019.84,385.81,3.33,0.00863
1408,Wheat,Loamy,Rabi,Sprinkler,65,41,58,7.06,13.37,54.72,182.49,56.92,93.02,238171770.8,604.15,3.38,0.00559
1409,Maize,Red,Kharif,Sprinkler,112,36,43,5.89,29.16,50.86,523.01,68.43,3.6,25114090.91,590.02,4.96,0.00841
1410,Tomato,Laterite,Zaid,Drip,59,69,57,5.53,19.18,69.3,393.9,43.91,5.35,62787892.68,372.29,45.34,0.12179
1411,Tomato,Laterite,Zaid,Drip,76,35,66,5.82,28.6,70.46,548.12,49.26,6.01,25946864.84,519.07,39.31,0.07573
1412,Maize,Black,Rabi,Drip,88,30,57,6.61,31.47,55.34,327.73,48.89,0.26,3430916.69,880.0,4.37,0.00497
1413,Groundnut,Sandy,Rabi,Rainfed,67,50,58,7.19,24.78,74.92,413.09,40.6,0.78,5413428.54,398.44,2.31,0.0058
1414,Wheat,Alluvial,Rabi,Flood,60,49,67,6.02,22.62,57.32,201.3,52.71,5.8,66642457.77,663.3,2.88,0.00434
1415,Tomato,Laterite,Kharif,Sprinkler,58,60,76,5.91,25.59,75.21,409.55,40.83,4.15,32854143.91,551.68,75.05,0.13604
1416,Cotton,Loamy,Kharif,Drip,106,48,71,6.96,23.75,66.73,534.46,50.53,6.92,53362123.91,794.23,1.59,0.002
1417,Rice,Alluvial,Kharif,Furrow,98,48,50,6.62,32.98,93.84,700.26,68.89,7.09,61671816.42,1656.67,4.28,0.00258
1418,Tomato,Red,Kharif,Drip,108,68,52,6.71,26.54,54.2,570.6,60.66,6.9,27023471.01,462.88,45.26,0.09778
1419,Maize,Alluvial,Kharif,Sprinkler,95,30,58,6.56,20.94,66.31,327.04,42.12,3.52,25843769.72,640.35,4.66,0.00728
1420,Sugarcane,Alluvial,Zaid,Furrow,114,82,93,7.04,24.24,85.59,1405.54,61.98,9.04,105975899.78,1751.91,86.77,0.04953
1421,Sugarcane,Alluvial,Kharif,Drip,153,85,70,7.27,25.52,73.7,1465.69,71.95,2.34,21266723.49,1652.96,53.28,0.03223
1422,Sugarcane,Alluvial,Kharif,Drip,114,69,110,7.43,32.65,69.05,1028.1,80.42,174.11,858627000.57,2643.4,68.78,0.02602
1423,Millet,Loamy,Kharif,Sprinkler,51,22,51,6.71,33.26,42.82,411.98,34.55,79.63,317434975.15,408.21,3.0,0.00735
1424,Maize,Red,Rabi,Rainfed,85,49,70,6.34,21.44,59.48,586.77,51.74,5.48,74749511.98,716.29,4.96,0.00692
1425,Cotton,Black,Kharif,Furrow,75,62,66,7.29,31.95,57.75,505.49,55.61,1.74,8425719.98,1066.77,2.19,0.00205
1426,Wheat,Alluvial,Rabi,Flood,66,64,68,6.82,17.92,45.02,139.28,34.35,6.14,26812268.28,515.56,6.02,0.01168
1427,Rice,Alluvial,Kharif,Drip,127,39,40,6.04,29.79,70.58,600.02,84.52,3.57,14971396.4,1607.7,4.55,0.00283
1428,Millet,Red,Kharif,Sprinkler,56,34,35,7.12,29.54,61.1,292.4,31.43,0.31,4427937.65,410.98,2.19,0.00533
1429,Rice,Clay,Kharif,Drip,114,57,62,6.7,29.86,70.47,1280.68,62.79,6.48,56182398.89,1406.12,5.4,0.00384
1430,Cotton,Loamy,Kharif,Sprinkler,71,25,39,6.29,33.01,58.94,830.54,50.45,1.11,2959057.64,830.17,2.95,0.00355
1431,Millet,Red,Kharif,Sprinkler,70,29,54,6.93,34.07,64.54,346.04,26.31,60.54,696009346.15,297.55,2.48,0.00833
1432,Groundnut,Laterite,Rabi,Sprinkler,45,35,40,6.48,24.83,58.22,550.08,42.69,6.95,64015521.84,398.17,2.51,0.0063
1433,Rice,Clay,Kharif,Furrow,100,60,47,5.91,28.45,90.3,1069.03,89.81,5.58,75913428.69,1581.8,5.83,0.00369
1434,Tomato,Red,Kharif,Furrow,80,64,88,6.9,29.96,54.69,201.43,48.12,5.9,68671722.34,508.9,34.83,0.06844
1435,Rice,Loamy,Kharif,Drip,80,65,49,6.28,29.44,77.41,1039.07,85.38,7.19,61659890.87,1349.71,5.55,0.00411
1436,Groundnut,Sandy,Rabi,Sprinkler,27,42,70,5.96,22.51,60.37,567.47,49.62,6.68,86289902.69,509.76,1.84,0.00361
1437,Millet,Loamy,Kharif,Rainfed,37,15,36,6.77,30.35,33.45,171.39,36.94,3.28,48532395.42,311.95,1.35,0.00433
1438,Cotton,Alluvial,Kharif,Furrow,104,30,35,6.1,24.93,52.88,848.49,47.34,57.8,717022589.89,798.63,3.35,0.00419
1439,Sugarcane,Loamy,Zaid,Drip,120,78,89,7.26,31.86,93.29,937.13,83.59,72.4,506415689.07,2276.87,62.98,0.02766
1440,Cotton,Loamy,Kharif,Sprinkler,75,30,71,6.09,29.93,74.63,947.51,55.14,5.09,62524017.71,867.14,2.01,0.00232
1441,Sugarcane,Clay,Zaid,Flood,97,76,92,6.89,33.79,79.44,1461.64,75.24,3.23,17401912.78,2543.82,74.44,0.02926
1442,Cotton,Alluvial,Kharif,Furrow,115,30,71,6.29,29.32,61.93,601.76,49.74,9.93,104693905.78,1020.1,2.7,0.00265
1443,Tomato,Alluvial,Kharif,Sprinkler,51,73,90,6.1,28.01,78.21,391.57,39.12,43.63,398697125.99,576.45,46.1,0.07997
1444,Wheat,Alluvial,Rabi,Drip,98,57,45,7.18,10.05,64.55,111.32,58.79,9.79,88467799.69,474.5,5.17,0.0109
1445,Millet,Sandy,Zaid,Rainfed,86,42,52,7.46,28.62,38.13,158.78,28.66,0.67,7939541.09,328.61,1.75,0.00533
1446,Wheat,Alluvial,Rabi,Furrow,120,55,32,6.85,23.29,68.64,56.94,50.37,6.31,82045059.58,593.21,4.53,0.00764
1447,Maize,Alluvial,Kharif,Sprinkler,105,57,39,5.96,20.26,65.89,657.77,43.27,5.76,28905660.03,571.9,3.41,0.00596
1448,Groundnut,Loamy,Kharif,Sprinkler,39,41,53,7.08,24.27,62.81,548.27,49.48,957.48,9342311431.71,492.07,1.61,0.00327
1449,Rice,Clay,Kharif,Furrow,107,36,58,6.46,26.27,74.61,608.34,60.69,5.87,48395308.34,1484.61,4.9,0.0033
1450,Millet,Sandy,Kharif,Rainfed,30,25,21,7.21,32.58,46.69,232.62,23.41,63.4,284180512.83,266.68,1.79,0.00671
1451,Cotton,Alluvial,Kharif,Sprinkler,68,30,57,6.68,33.35,66.58,955.37,60.88,380.53,1736892854.92,808.41,2.39,0.00296
1452,Wheat,Alluvial,Rabi,Furrow,101,65,33,7.23,21.75,58.85,137.12,34.61,6.13,34274842.35,528.25,4.15,0.00786
1453,Millet,Sandy,Zaid,Rainfed,65,18,36,7.43,25.06,61.95,150.21,25.42,7.32,90055190.42,286.05,1.51,0.00528
1454,Cotton,Alluvial,Kharif,Furrow,78,57,77,7.69,31.36,64.54,760.55,46.86,4.46,14166284.29,1031.78,3.47,0.00336
